,Generated Text,Actual Text
1678,"Sheila:  Just a few questions about this futures agreement:  (1)  Is it OK for JP to combine our orders with orders of other clients and  JP's affiliates?
(2)  Is it OK (after we deposit property into our account) for JP to return  ""property of like or equivalent kind or amount""?
(3)  Do you want to agree to an interest rate (on customer funds) upfront or  only ""as agreed from time to time""?

","J.P. Morgan Futures Inc. (""JP"")"
1679,"Julie,  Following up on my voicemail, attached is a revised LOI that I would like you to review before it is sent to Bruno
Please look at Article II, Section 2(a) to see if you agree with the Breakage Fee concept and limitations",Skipping Stone LOI--Breakage Fee
1680,"Anita,  Shirley is out sick today
Can you, please, confirm my lunch with Bjorn Hagelman (Enron), 11",My lunch meeting
1681,"As you know, Enron, its directors, and certain current and former officers are defendants in litigation in Federal and State court involving the LJM partnerships
Enron has employed counsel and they will represent Enron and its interests in the litigation",Important Announcement Regarding Document Preservation
1682,"Mark--one of my colleagues, Bob Frank, is going to be attending the hearing on Thursday morning at the Colorado PUC on my behalf
Bob has as strong background in regulatory proceedings and will be able to expand on our comments before the Commission if given the ability to present",Colorado PUC  NOv 1
1683,"Attached is PIRA's extended Daily Demand Report
Please contact Morris Greenberg and Victoria Watkins for more information regarding these reports at [mailto:morris@pira",PIRA's Daily Demand Forecast 04/26/01
1684,"PG&E GTN will be performing unscheduled maintenance at unit 7C to replace the main lube/oil pump
Beginning with the Evening cycle for gas day Friday, November 2, 2001 the capacity will be restated to 1970 MMcf/d through Station 7, which approximates 2250 MMcf/d at Kingsgate",Unscheduled Maintenance - Unit 7C
1685,"CONFIDENTIAL ATTORNEY WORK PRODUCT  Here is the draft TVA petition covering all 3 issues we have with TVA that we  are planning to  file tomorrow, the 27th
Please call me no later than than  9:00 with any comments",TVA - Draft Amended Complaint
1686,"Comrades:   Diane is leaving us, alas, and no amount of begging, pleading, cajolery, whining, bribery or blackmail seems to have dissuaded her from her resolve to go
Like so many weeping children, handerchiefs waving in between noseblows and dabbing of eyes, shamelessly clinging to her skirts, we would all go to bid her farewell at the airport, but we dare not lest airport security be thrown into a tizzy by such a demonstration",A Little Whingding for Our Departing Director
1687,Please note that the company number for Enron Energia Industrial de Mexico BV,Change of company number
1688,"PRIVILEGED AND CONFIDENTIAL - -  Seeking Advice of Counsel - -   Attached is a draft public statement for your review and comment
The groundrules for using these statements are as follows:  All press inquiries should be directed to Eric Thode",Project Stanley
1689,"I have two Australian counterparties on the referenced list, State  Electricity Commission of Victoria and Straits Resources Limited, and I  haven't heard from you, and I need to get that list out
When you send your  approval, can you be specific as to whether they are approval for Australian  products only, or all products",Counterparty Approval List for 8/24/00
1690,"Hey EZ,  Paul's number is 760-510-8090
I haven't called him yet but need  to",Picture
1691,"Tracy:  These guys emailed only names of lawyers, accountants, etc!
Rawleigh White is the CFO for the tribe",The Confederated Tribes of Warm Springs
1692,FYI,Reliant discount
1693,"Ed:    Without knowing what's being hedged, it could be either ENA or ECTRIC
Do  you have more infor?
Also, if the Enron party is ECTRIC, will Rod handle?
Please let me know and I'll chat with Mara","ISDA Master Agreement for Cargill International, S.A."
1694,"Hi Scott,  Here's a revised draft for your review and comment
I've taken out the  balance of plant warranty because you raised a valid point about them knowing  what BOP entails",CRRA LOI
1695,"Enron Principal Investments (EPI), which was formed in the 2nd quarter, has completed its integration and the development of its new strategy
This group will be responsible for identifying, closing, managing and exiting all non-E&P equity investments for Enron worldwide",Enron Principal Investments - Organizational Memo
1696,"Attached please find the report listing the Global Contracts group's assignments, terminations, and expirations for the month of November 2001
Please call me if you have any questions",November 2001 ATE Report
1697,"Hello Vince,  We've now got some slick results on rigorous and replicable avg temp forecasting models for twelve major US",joint research
1698,"In September, you used the services of the ETS Solution Center, and we invite you to share your thoughts and suggestions on your experience with us
If you would like to share your thoughts but remain anonymous, you can access the information below by going to www",How are We Doing?
1699,"After slugging it out with the ISO last week I think we understand the protocols for communicating with them re: unit outages
We need to communicate with 2 different groups:  the Generation Outage Desk and the Real Time Desk",Unit Outages & Communicating with the ISO
1700,"Attached are the revised gas purchase and gathering agreement and the new  Collection Facilities Agreement
The Collection Facilities Agreement has the  insurance requirements but not the Security Documents",Revised documents
1701,"Dear Colleagues,  We know you have many questions about your new benefits plan, payroll issues and other changes that will occur over the next few weeks
Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available",Access Card Information
1702,"Hi Katie,  Remember me
Not sure if this is still your email address, but  thought I would check and see",Hello!
1703,"Management Committee Members:  In light of today's meeting being canceled, we would like for you to give consideration to Jeff Huff as a candidate for Commercial Support VP
Jeff has interviewed with Mark Frevert, Ray Bowen and Steve Kean who have given favorable feedback",Message from Mike McConnell and Jeff Shankman
1704,"Keith:  Lance Schuler asked me to send you the attached draft letter in hopes that we could discuss these points today
I understand Lance suggested an 11:30 meeting",Enron/Dynegy Clarification and Consent Letter
1705,"The real time weighted average price for fixed price products for May can be found on the Fundy site under Price Data/EOM Price Index
Let me know if you have any questions",W/A FP for May Ticker
1706,"FYI,       If your cellular phone bill was submitted for payment prior to December 17th, it was covered under pre-petition
Meaning that the invoices were processed and placed in the system, but not paid",Phone Bills Submitted for Payment before December 17th
1707,"The KOMP Horticultural contract for the maintenance of leased floor plants has been cancelled
Plant maintenance is not being performed on the leased plants in the Enron Building on floors 3 through 49",KOMP Horticultural - Sale of Leased Plants
1708,"Thought you might like to see this note from Max on the doorstep review in  Monterrey
Beth is a great addition and has made a very positive impact  already",Gordon Heaney's Acceptance
1709,"Brent:  sorry for my poor ""attaching abilities""
Hopefully we will have a  lot to discuss tomorrow",Argentina recap phone call tomorrow
1710,"Eric, Need your help on this
Let's get a copy of the grazing lease that  Candy is referring to in the E-mail",Water Well @ Bammel
1711,Ken Lay is very interested in providing opportunities for the Enron Corp Board of Directors to become well-acquainted with Enron's management team,Board Dinner - October 8th
1712,"I am selling my Bayou II kayak by Dagger
It is a two person, enclosed  style, kayak perfect for enjoyable kayaking with a special friend or family  member",Look what's for sale
1713,"Bruce,  Please launch the attached file to see a list of deals with the counterparty  GiroTondo Corp that need to changed as noted in the attachment
If you could  please do this ASAP as I need to get back to Joe Hunter",C/P Name Changes on old Deals
1714,"Tana:  Can you make a copy of the most recent draft and get on my calendar  before Monday so that we can discuss
Thanks",Deutsche Bank
1715,"Since our department has grown, we have realized the need to add 3 new temporary IDs
Following the instructions below, please add calendar access rights for EWS Legal Temp IDs 9, 10, and 11 (as show in blue below)",New Temp IDs
1716,"I would like to trade for your 2nd pick in the draft
I can offer you a 2nd  round pick and a 9th round pick",Trade?
1717,"Good morning
Any news on the spread products for the west?
The titles are  Baja and Redwood spreads",New spread products
1718,"Ken - Michael will be talking with this reporter tomorrow but he'd be grateful if you could make 10 minutes to be our Board Voice for this important interview in the Wall Street Journal
I know you are only available today at 4:30 p",Compaq Merger Interview with WSJ Today
1719,"Steve: I am faxing you our remaining comments to the schedules
Looks like the only  open points relate to :  1",Comments
1720,"I'm attaching an article that I just received about the CPUC's and Indicated  Shippers' protests of the recent ENA deal on El Paso
I have a call in to  Drew Fossum to talk about formulating a formal response, and I will keep you  in that loop in case you get any inquiries",The El Paso Controversy Continues
1721,"As we discussed, Enron North America Corp (ENA) desires to re-establish its account with Paribas",Paribas
1722,"Paul:  I originally sent this request to Ed but I understand from Mike Curry that  you handled credit for the physical agreements
Would you please prepare a  credit worksheet for this counterparty or direct the request to the  appropriate person?
Thanks",Frontera - ISDA Agreement
1723,"Dwarf Sues to Overturn Dwarf-Tossing Ban=09=09=09=09  =09=09=09=09 November 29, 2001 10:51 AM ET =09=09=09=09 TAMPA, Fla (Reuters) - A radio broadcaster known as ""Dave the Dwarf"" has s= ued to overturn Florida's ban on ""dwarf tossing,"" saying he should be allow= ed to decide for himself whether to participate in the barroom contests",Dwarf Sues to Overturn Dwarf-Tossing Ban
1724,"It appears that the following email may not have been clear
You have to copy all documents yourself",YOU HAVE 48 HOURS - Message from Louise Kitchen
1725,"CLFP proposes the following changes to medium and large commercial and industrial customer tariffs for electric service provided by Pacific Gas and Electric Company and Southern California Edison Company
CLFP proposes the Commission establish an optional summer on-peak, peak period consisting of a continuous 3-hour period during the current summer on-peak period for both utilities",Synopsis of (Ag) Food Processors Rate Design Proposal
1726,"The FIA Futures Services  Division presents  OpTech 2002   Tuesday, April 16  At the New York  Marriott Marquis Hotel  	  Register  before March 15 and save $55!
Early rate: $345 members; $400  non-members  Register online today: wwwfuturesindustry",Register for OpTech Early & Save
1727,I have added a folder in excel to keep track of vacation and customer outings  etc,Summer schedule
1728,"The ISDA Multicurrency Agreement Schedule has been approved and moved into  the attorney forms bank
It is located at o:legal\atty",Revised ISDA Multicurrency Agreement
1729,"I know that this is a difficult time for all of us
With everything going on inside the company as well as in the world around us, we have been carefully considering whether a holiday celebration is appropriate this year",Holiday Party - Canceled
1730,"Dear Mr Lay,  Just wanted to drop you a note to find out if Enron Corp","Enron Corp.'s products in Japanese, French, German..."
1731,"Hi everyone -  It looks as though the best date for the Management Committee Extended Meeting is Wednesday, January 23 beginning at 12:00 noon and extending until approximately 5:00 pm",Enron Management Committee Extended Meeting
1732,"I assume that since you didn't respond to my first two emails, none of you require access to stack manager
If this is incorrect, please respond to my previous emails",you don't need access to stack manager?
1733,"Eyeforenergy is pleased to announce the latest in its series of trading events for the energy community
Taking place from the 19-21st of February, 3 key, strategic events will be co-located in Amsterdam offering delegates the opportunity to network with all the right people:  EEO Europe: Energy Trading in the New Economy  EEO Europe is the third in our successful energy trading series and the first time we're running the event in Europe",Eyeforenergy Announces Next European Events
1734,"Dear Stan,  Given the current state of affairs here in the DC","Have Gun, Will Travel"
1735,"Regina,  As we discussed yesterday, I need access to West deals in Sitara
At a  mininum I still need access to all Chicago/Midwest deals also",West Access in Sitara
1736,"1
Send forms of agreements to counterparty as a first step to get the process moving forward",Master Netting Agreements:  READ
1737,For questions or comments regarding this report please contact G Britt Whitman at ex:5-4014 or Kristin Walsh at ex:3-9510,California Update 9-14-2001
1738,"SSSSSSHHHHH!!
IT'S A SURPRISE    Chris Hilgert FRIDAY OCTOBER 5TH @ TRAVIS CAFE' Please be there no later than 6:30 as he will be brought in at 7:00
Come as you are, to surprise Chris for his birthday, thanks to his wife Nichole!
The Travis Cafe' is located at 208 Travis in between Congress and Franklin, phone 223-4073",Surprise for Chris Hilgert
1739,"Subject: Access Card Information  Dear Colleagues,  We know you have many questions about your new benefits plan, payroll issues and other changes that will occur over the next few weeks
Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available",Access Card Information
1740,"Please note the correction to the following memo
The phone number is 800-337-7827 (800-EES-SVCS)",CORRECTION- Routing of Calls to EES Business Center
1741,"The PCB Annual Document Logs for the facilities that generated PCB waste and  stored it at TW's long term storage facility were completed and distributed  to locations and entered into Envisions
The 2rd quarter Transwestern/SoCal PCB mgt",weekly activity report- Roswell Area
1742,"MARK YOUR LUNCH CALENDARS NOW !
You are invited to attend the EWS Brown Bag Lunch Series  Featuring:  LARRY LAWYER  Topic:  Enron Global Markets  Thursday, June 21, 2001 11:30 am",EWS Brown Bag
1743,"Market Data has recently made changes to the Reuters Kobra permissioning database
If you no longer have access to information that you previously utilized on your Kobra application, please contact Julie Pechersky at 713 853-9225 and the data will be restored immediately",Reutes Kobra Changes
1744,"Susan: Here is what John wants to do
He wants to put everything under the 1996  Master Agreement and is willing to increase their collateral threshold from  $10,000,000 to $16,000,000",Santa Fe
1745,"GEOGRAPHICAL AREA COORDINATION CENTER INTERAGENCY FIRE FORECAST WARNING UNIT RIVERSIDE, CALIFORNIA                       0930 pdt Wednesday February 27, 2002  ***FIRE WEATHER WATCH FOR SANTA ANA WINDS FROM 0000 HOURS FRIDAY  THROUGH 1600 HOURS SATURDAY OVER THE MOUNTAINS AND THROUGH AND BELOW CANYONS AND PASSES OF SOUTHERN CALIFORNIA FROM VENTURA COUNTY SOUTHWARD***  DISCUSSION",[EDIS]  FIRE WEATHER BULLETIN [News: Statewide]
1746,"Hola - lets meet up for lunch at Yank Sing at the  Rincon next Friday
A nice long hour and a half  starting at 12:00",Dim Sum and Then Some. Next Friday...
1747,"Rod: Here are their credit issues:  1
In the cross-default language that want to add language that basically  says that even if a cross-default occurs, unless the Non-Defaulting  determines in good faith that performance by the Defaulting Party of its  obligations under the Master is ""endangered"", then no cross default is  triggered",Deutsche Bank
1748,"Today we released additional information about our related party and off-balance sheet transactions
We have made this information available both on our website and in a Form 8-K filing with the Securities and Exchange Commission (SEC)",SEC Information/Earnings Restatement
1749,"Over the past several months, we have reviewed in detail our trading  contracts and the companies through which we conduct our trading business in  California
In order to reduce Enron's non-market risks ( e",Proposed Changes to Business Practices Based on the California  Energy Crisis
1750,"The Power Trading audit, executed by Andersen, has been completed
The attached Final Report has been reviewed with key process owners and issues were discussed with appropriate personnel, both during the audit and at the Closing Meeting",Power Trading Audit Report
1751,"It appears that the following email may not have been clear
You have to copy all documents yourself",YOU HAVE 48 HOURS - Message from Louise Kitchen
1752,"FYI, John Grass and  I spoke to Curt Hribernik  this morning regarding  various issues in the Master
There has been a change in their corporate  structure such that it appears they may  have stronger financial backing or  at the very least a change",Proliance
1753,"Please find attached the latest, and what should be the final for the immediate period of time, copy of the marketing list
Please filter the PA column by your name to double-check against the list you are currently working off of",Latest Marketing List
1754,"Elizabeth, Julia, Mark, Jeff, and JoAnne,  Per the discussion with Alan Aronowitz and Nony Flores to include Global Markets in the project, they have decline due to time constraint in gathering requirements
However, if they decide otherwise, they can be added during the elaboration phase",Approval required
1755,"Ken Lay announced today that he has resigned from Enron's Board of Directors
His resignation is effective immediately",Ken Lay Resigns from Board
1756,"Management Committee Members:  In light of today's meeting being canceled, we would like for you to give consideration to Jeff Huff as a candidate for Commercial Support VP
Jeff has interviewed with Mark Frevert, Ray Bowen and Steve Kean who have given favorable feedback",Message from Mike McConnell and Jeff Shankman
1757,"Hi Hoon, How is your day going?
I hope you are having a good day, I miss you
Call me when you get a chance ok?
Love

",hELLO
1758,"I just found a lost BETA living in my backyard in  Edmond Oklahoma
It seems that Steven M Ellsworth has been an Okie since  1996",[smu-betas] New Old Beta Found
1759,"Due to a variety of circumstances we did not migrate employees to the UBSWE environment tonight (Monday, February 4, 2002)
We will communicate further details of the migration plan on Tuesday, February 5, 2002","DRAFT:  INFORMATION, Please Read: UBSWE Migration postponed"
1760,"Attached are copies of the letters sent to Enron by The Central Pacific Group
This is one of the small Appalachian producers supplying Enron on Dominion and other pipes",Dominion Producer - The Central Pacific Group
1761,"Dear Michael Carson,  Your check request, case #020131-4476, was processed on January 31, 2002
It will be sent via mail and should arrive shortly",Check Request Confirmation
1762,"CUIABA Furnas: Nothing particularly new to report since last week, other than it appears we are likely to get the consent documents signed Tuesday or Wednesday
These documents reflect a resolution to the consent issue and the Resolution 49 regulatory issues that changed some of the risks under the PPA",Brazil Update
1763,"Get away from it all on a luxury dinner cruise in Galveston Bay
The HBS Club is sponsoring an event on the Star Cruiser, a 90 foot luxury entertainment yacht",HBS Dinner Boat Cruise October 6 - RSVP NOW!!
1764,"As the United States begins to recover from the tragic events of September 11, it is important that Enron and its employees also begin the task of returning to ""business as usual""
As a company with a global presence, returning to normal business practices necessarily involves travel",Travel Security Update
1765,"I need a copy of your insurance before the flight on 11/25
Our records show your insurance expired on 10/4/2001 I have to have your insurance on file before your flight",insurance
1766,"Barry, Sally asked me to forward this to you FYI
A lot of people will be tied up  all day Feb 29 at this offsite",FAS 133 Offsite
1767,"It's clear the Ebay made the error in this  matter
They are not being forthcoming about it however",item#1065594740
1768,"Hello Kim
I have attached the index listing all documents that are available in the Data Room",Data Room Information
1769,"Dear Shack,      I appreciate your standing up for me
Dent has always had it in for me ever since we threw his sorry naked ass into the fecal slime of Turtle Creek and then dumped him into the middle of the Gamma Phi house during chapter meeting",[smu-betas] Dent's wrath
1770,"I don't think I gave you George Briden's number in my voice mail today
Its  401-934-1433",caithness
1771,"As required by the Houston Fire Department, a fire drill has been scheduled for the Enron Center Campus
Enron Center North, 1400 Smith St",Fire Drill Scheduled
1772,"Today we announced the appointment of Jeff McMahon as Enron's chief financial officer
In my continued discussions with the financial community yesterday and today, it became clear that this move was required to restore investor confidence",Jeff McMahon Named CFO
1773,"Question for NetCo employees: The new corp id's xfer to UBS is being considered for this Sunday
Hence, no start menu access to estate",New Corp Login
1774,Oh guru of all things Canadian,Hydro-Quebec
1775,"As you know, Enron has signed a merger agreement by which Dynegy will acquire Enron
We expect the transaction to close following shareholder and regulatory approvals and various conditions to closing",Enron/Dynegy Merger; Antitrust Issues
1776,"Please plan to attend the Enron Americas Staff Meeting with Louise and John on Tuesday, October 16th
The details are listed below:  Time:		4:00-5:00 p",EA Staff Mtg.
1777,"Due to the holidays and vacation schedules, we will hold off having any further weekly project meetings until Monday, January 7 at 3:30pm
Plan on meeting in ECN 15c1",sun devil weekly meeting update
1778,"Melba:  The product description requires the following change in part (iii) regarding  the Enron principal:  """,FX Product
1779,"Barry,  Harlan,  Attached is a letter authorizing City National Bank to cancel the Letter of Credit issued to Enron Power Marketing, Inc on behalf of Southern California Edison Company
Please review and have the authorized person sign the letter releasing the LoC",Release of Letter of Credit.
1780,"CONGRATULATIONS ALL WHO PARTICIPATED IN THE SEPTEMBER BIKE COMMUTE CHALLENGE!!!
We had a very successful month - Thanks to all who participated!
TEAMS 1-6 please join us for lunch in MT HOOD 11:30 -12:30 Wednesday October 3rd for our Awards Ceremony

",BIKE COMMUTE CHALLENGE
1781,"Phillip,  I apologize that it has taken me so long to send you an e-mail like you asked us to, but I just wanted to send some suggestions/thoughts about things on the East Desk
1",Thoughts/Ideas
1782,"Kathy,  Here is the FT Can Position including the Exotics file
Let me know how it  looks",FT Can Positions
1783,"eSource Presents Lexis-Nexis Training  Basic  Lexis-Nexis Basic is geared to the novice or prospective user
You will learn the basics of getting around Nexis",Lexis-Nexis Training: Houston & Worldwide / Dow Jones Training
1784,"Steve--touching back to a conversation we had two weeks ago, I have set an appointment to meet with Norm Coleman here in Minnesota to go over energy issues and Enron interests
As a Mayor he has been heavily supported by Xcel (old NSP)",MN US Senate candidate Coleman
1785,"Dear Richard,  Thanks for speaking with me the other day regarding KWI
I am writing to update you on the progress of this search",KWI
1786,"Sally, The attached file shows the detail of plan headcount for December 31, 1998 through 2001
The only number that I still have a question about, is for EGM December 2001, the number I have in the file only represents the people moving into Networks from EGM (Brent's group)",Headcount for 1998 - 2001
1787,"Jason, thanks for that
It seems ok at the moment",RvIDE
1788,"Gerald,  Attached is the bill that we discussed
I appreciate anything that you can do to expedite payment so we receive it by the end of November",Bills
1789,"We are continuing work to ensure our new online trading system, UBSWenergy, is ready for launch on the week of Feb 11, which is the week following the anticipated Enron/UBS Closing Date of Friday, Feb",Online Trading Simulation
1790,"> > 	Dear Paul, > 	How are you?
I hope your are doing well
Sorry to bother you again > but just for the good sake, I would appreciate if you just glance through > the 	attached file reg ""ENRON-Org"" with minor change",Enron Organization Chart.
1791,"November 2001  Dear Friends & Family,  Happy Thanksgiving!
We hope that all of you are able to spend quality time with your loved ones over the long holiday weekend
Sophie and I would like to inform you that we have recently moved to New Orleans, Louisiana (NOLA), as of Labor Day weekend","New Address, New Phone Number, New Orleans..."
1792,"Brant: I need your help in answering the following questions:  EL PASO  Is the collateral threshold for both of us $50,000,000?
What are the Guaranty caps?
Is the cross default threshold now for both of us $100,000,000?
Should cross default only apply to the Credit Support Providers or should it  apply to the parties and their credit support providers?
OCCIDENTAL  Should we insist on our ""affiliate"" setoff language?
Carol

",credit Issues
1793,"Here's the latest revision inserting the drawing numbers
Is it ready to go  to GE?
Scott, payment for change orders is addressed in the contract",Revised Change Order
1794,"As you know, the Enron Management Conference will be held Wednesday through Friday, November 14-16, 2001, at the Westin La Cantera Resort in San Antonio, Texas
This has been an eventful and challenging year for Enron",Please Register to Attend the Enron Management Conference
1795,"Late on October 25th, we received information about a nonspecific threat to the Enron Center
We communicated with law enforcement officials who found the threat unsubstantiated and without merit",Increased Security at Enron Center
1796,"As you know, announcements about the change to our Savings Plan Administrator (401k) have been populating your in-box
Here's another one!
If you would like to make changes to your allocations or move funds within the Plan, you will need to make these changes TODAY before 1:00 PM (Pacific), 3:00 PM (Central)",Changes to Savings Plan (401k)
1797,"Dear Madam, dear  Sir,     Time is  passing",APFA3 Conference Programme now available
1798,"Gerald,  Per my discussions with John Grass, we have decided to allow the Force Majeure for the September 11 - 15th; however, we will not allow the September 10th Force Majeure
Please let me know if there is anything else that you need from us in order to bring this issue to closure",W&T Force Majeure
1799,"Under the regulations of the state of Arizona, facilities which have a  pollution prevention plan (sta1, sta",pollution Prevention Training
1800,"******ATTENTION ANALYSTS******  GREAT ROTATION OPPORTUNITY IN EBS ORIGINATION AMERICAS  There is a great rotation opportunity available in EBS Origination Americas under the management of Brian Spector available immediately
This rotation offers a vast amount of experience that would be beneficial in your future rotations and an opportunity to work with a fun group of hard working professionals",GREAT ROTATION OPPORTUNITY IN EBS ORIGINATION AMERICAS
1801,"I believe the EOG volumes listed below are ANR citygate deliveries
Hunter, Dan and I will be entering all the physical retail volumes in Sitara  for the East Desk",CNG January 2000 deliveries
1802,"This is another TVA letter
Can you please put in my directory, add our  standard addresses and heading and set up for signature for Kevin Presto VP  ",TVA Leter
1803,"I was told by you that our expenses were going to get paid ( as per your voice mail )
However, I was laid off from Enron Europe last Friday with another 800 people and we were told that our expenses were not going to be repaid by the company",Expenses repayment for Enron Europe
1804,"Susan: We have finally had a chance to internally discuss the comments that you sent  to Marie Heard on March 21 by e-mail and here is our response:  ISDA Comments  1
Item #1 is fine  2",Response to Comments
1805,"Cheryl:  Jason cannot meet tomorrow
However, pick a time for next week and  Jason will accomodate us",meeting with Jason Peters
1806,"Planning has conducted flow studies to determine the capacity of WT-2 system with respect to receiving volume from NNG at Halley interconnect
The limiting factors in determining the capacity of this system were the maximum discharge pressure at WT-2 and the average pressure requirements at Valero-Ward pipeline",WT-2 capacity
1807,"Ray, I am ok with Nick and his group managing if Redmond/Mrha are ok  Like  Rebox, whoever is technically responsible is highly accountable to ensure  that reporting and procedures are correctly followed and that the project  comes in on time, budget and technically works",Project Management-Millenia Project
1808,"With Ken Lay's resignation, you undoubtedly have questions about Enron's management structure and what lies ahead for the company
The purpose of this communication is to begin to answer those questions and lay out the direction we plan to follow as we regroup and rebuild",Management Changes
1809,We have a discount on the ICTS contract #18793 from 11/1/2001 through 3/31/2002,Trco ICTS contract
1810,"Seems my computer conspired against my sending the attachment in my last email, so I have attached another version of the schedule for the remaining weeks of the project
Ken Jones, our chef du projet, is providing pizza for lunch this Saturday",HABITAT OCTOBER 27
1811,"Chip: Thanks for the call yesterday
You are now as old as I am, but I am not  sure if you are as mature as I am",BDay
1812,"Andy,  We pulled the log ",We contacted the offender
1813,"To confirm:  Mark Thomas Mike Presley  both previously on the list for Netco's Market Risk/Research Group have resigned
I'm combing the Estate for replacements",Leavers
1814,"Ryan,  In the follow up to the meeting we had on Wednesday I would like to reinforce one point I made
I feel strongly that I cannot support the valuations my group has produced so far for the LJM/Raptor related transactions without examination of all the related legal documents",LJM/Raptor valuations
1815,"Jeff -  Here is a first cut at valuing the Grant's non firm power from Priest Rapid and Wanapum hydro projects
We assumed a term from 1/1/02 - 10/31/05",Grant valuation of Nonfirm hydro
1816,"As many of you know, I have a provision in my employment contract which provides for a payment of $20 million per year for the remaining term of my contract in the event of a change of control of Enron
The merger with Dynegy, or a similar transaction with any other company, would trigger this provision on closing",Change of Control Provisions
1817,"Chris,  Per your request, I have included the information on the BPA contracts
All of the values listed below are as of the curves on 12/17/2001",BPA Contracts
1818,"Wanna sign onto this letter to Loretta?
Any suggestions?
We could make it a CEA thing
(I am copying Jeff D",Reponse to Angelides
1819,"Please see the attached update on RTO and other regulatory proceedings
If you have questions or need further information, please contact either Christi Nicolay or me",RTO/regulatory update
1820,Thursday's Contents: 110,Reed Wasden Research - Daily Update 1/10/02
1821,"A virus has been detected in the Enron email environment
The offending email has the following characteristics :  The SUBJECT is ""Hi""  It contains the following text : How are you ?
When I saw this screen saver, I immediately thought about you  I am in a harry, I promise you will love it!
It contains an attachment called ""gone",URGENT: PLEASE READ - VIRUS ALERT
1822,"All,  We will be scheduling the next recruitment day for the ENA Trading Track in May (exact date to be confirmed)
If you would like to nominate any current Analyst/Associates or external candidates please forward to me their names",Recruitment - Trading Track
1823,"For the time being, Ken wants to leave the Management Committee extended meeting on the schedule for this Friday, January 11
But, he wanted me to check your schedule for next Thursday, January 17 - probably from 8:00 to 1:00 - to see if that would work",Management Committee Extended Meeting
1824,"Below are the training preferences for our three Houston traders
If you  could sign them up I'd appreciate it ",Nymex Training
1825,"Franky Sulistio will shortly be joining the Gas Fundamentals IT group
Franky was previously working on the Entelligence Project",Franky Sulistio
1826,"I don't know who's working on this deal, so I'm forwarding docs to you all
Tax reps look ok to me",Project Ghost
1827,"Trade press, recruiting firms and others recently have made numerous calls to Enron employees seeking information about the company, its employees and other matters
In some cases, these callers have used false identities, as in, ""I'm from the SEC and I need you to provide me with?""
If you receive a call from someone identifying themselves as part of a government organization, please refer the caller to the legal department",Solicitation Calls
1828,A new Kudlow Commentary has been published on Kudlowcom,New Kudlow Commentary
1829,"I'm looking forward to your discussion regarding the ""reregulation threat"" at  the next meeting
Below are some of my observations:  While it's premature to say we have an energy crisis, we are witnessing the  triple threat of high summer gasoline prices, spiking electricity prices, and  high natural gas prices for the upcoming heating season (I'll send along some  of the data)",Upcoming Advisory Council Meeting
1830,"Due to current business circumstances, on November 28, 2001, Enron's Board of Directors adopted an amendment to the Enron Corp Savings Plan",PLEASE READ - IMPORTANT INFORMATION FOR PARTICIPANTS IN THE ENRON  SAVINGS PLAN
1831,"Dear Mr Lay,  These are difficult times for Enron",Stock Price
1832,"Dear Market Participant,  Technical Bulletin # 75  - Procedure to apply for CLR or ELR classification - is being distributed for Market Participant comment
The Technical Bulletin will be posted to the NYISO web site following the comment period",NYISO - Technical Bulletin # 75 - Procedure to apply for CLR / ELR  classification
1833,"Dear Jeffrey,  I am contacting you at the suggestion of my brother Jeff Spar, Chief Information Officer of Reader's Digest and formerly of McKinsey [NYO 1990- 1999]
I am the CEO of a Houston based Microsoft technology consultancy called ESX Engineering",Referred By Jeff Spar (McK - NY)
1834,"As you may recall, the SAP system response time was slow during the September Quarter-end close period
The Integrated Solutions Center (ISC) has been working diligently to address the root causes of this issue and can report that significant progress has been made",Update on SAP System Response
1835,"I heard a great report the other day from David Hill that you guys made it  through the Oriskany without any interesting pyrotechnics!
What a  disappointment that must have been for Karol Lynn and CNG!
Sounds like a  pretty boring operation up there, otherwise I might be tempted to drop by and  see the show
Also heard that the knuckleheads from Bath got thrown out of  court on their antitrust suit",Success
1836,"We made 1 big change that will impact tonights P&L
We chanbed the volume on  deal 549411 from 72,000 per day to 106,000 per day",New Power Volume changes
1837,"This is the list of projects for the members of the ""quant"" team
If you are working on different project, please, ignore this message",Term Project:
1838,"Mark:  	I did not want to make a big deal of this at the OGC Meeting, but if a legal transition team is formed, I would like to be considered for membership
I feel that my strengths are what may be needed on such  a committee",Legal Transition Team
1839,"Update on Mail Distribution:  On Campus Mail Distribution Resumes  On-campus mail distribution resumed this afternoon (11/14/01)
Initial distribution may be slow but is expected to pick up as mail that had been stored in a secured campus facility is processed",Campus Mail Advisory:  On-Campus Mail Distribution RESUMES (11/14 	/01)
1840,"System Outage Notification     Outage Description:  All SAP systems (including Prod Interface, all EBP systems, IPayIt and FTP servers) will be shutdown in order to upgrade our storage hardware
This maintenance is required to ensure that sufficient storage is available for the SAP Production systems",SAP Systems Outage Notification
1841,"Earlier today, I stepped down as Enron's Chairman of the Board and Chief Executive Officer
This decision was reached in cooperation with Enron's Board and the Creditor Committee and is effective immediately",Message from Ken Lay
